TR:primary:CellLine,TR:hepg2:CellLine,TR:prihu:CellLine,TR:hep3b:CellLine,TR:huh7:CellLine,TR:focus:CellLine,TR:NOCYTO,TR:il1a,TR:tgfa,TR:il6,TR:ins,TR:tnfa,TR:NOINHIB,TR:pi3ki,TR:meki,TR:ikki,DA:akt,DA:erk,DA:gsk3,DA:ikb,DA:jnk,DA:p38,DA:p70s6,DA:p90rsk,DA:stat3,DA:cjun,DA:creb,DA:histh3,DA:hsp27,DA:irs1s,DA:mek,DA:p53,DA:stat2,DA:tyk2,DV:akt,DV:erk,DV:gsk3,DV:ikb,DV:jnk,DV:p38,DV:p70s6,DV:p90rsk,DV:stat3,DV:cjun,DV:creb,DV:histh3,DV:hsp27,DV:irs1s,DV:mek,DV:p53,DV:stat2,DV:tyk2
BOOLY_Focus_IL6+INS_MEK_c09rB,,,,,1,,,,1,1,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24057,3066,23338,497,199,246,16789,634,15522,13956,243,1518,614,1419,26759,505,445,4804
BOOLY_Focus_IL6+INS_IKK_c09rD,,,,,1,,,,1,1,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,23730,6445,23273,274,140,162,17844,800,52,3253,192,1385,755,1806,3940,883,210,4240
BOOLY_Focus_IL6+INS_PI3K+MEK_c09rE,,,,,1,,,,1,1,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,19842,2443,21938,511,257,212,11208,573,16346,14166,206,2142,654,1506,26923,660,406,4927
BOOLY_Focus_IL6+INS_MEK+IKK_c09rF,,,,,1,,,,1,1,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24086,1228,23376,278,284,217,17587,605,61,4503,195,1361,919,2328,16900,1442,266,5304
BOOLY_Focus_IL6+INS_IKK+PI3K_c09rG,,,,,1,,,,1,1,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,12524,5240,17013,238,173,135,7441,709,43,3826,137,1207,895,1944,3895,1190,210,4462
BOOLY_Focus_IL6+INS_PI3K+MEK+IKK_c09rH,,,,,1,,,,1,1,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20239,1393,20413,327,184,233,9889,633,59,4658,182,1052,1082,1939,21137,1162,251,4434
BOOLY_Focus_TGFa+INS_NOINH_c10rA,,,,,1,,,1,,1,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24360,26592,23367,775,513,552,19658,1642,479,23789,955,1553,829,3118,27385,1044,655,10151
BOOLY_Focus_TGFa+INS_PI3K_c10rB,,,,,1,,,1,,1,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20483,25594,23065,627,397,295,18671,1341,450,22852,706,1657,510,2384,26730,526,440,7091
BOOLY_Focus_TGFa+INS_MEK_c10rB,,,,,1,,,1,,1,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24589,8600,23621,784,626,424,23104,855,865,23837,440,2321,799,1774,27490,965,507,11426
BOOLY_Focus_TGFa+INS_IKK_c10rD,,,,,1,,,1,,1,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24535,26430,23258,659,485,365,23577,2009,70,18255,1380,1920,1006,3367,27640,740,659,9055
BOOLY_Focus_TGFa+INS_PI3K+MEK_c10rE,,,,,1,,,1,,1,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,17973,9588,18823,709,743,373,12629,834,840,23359,319,3236,900,1980,27321,1482,576,9011
BOOLY_Focus_TGFa+INS_MEK+IKK_c10rF,,,,,1,,,1,,1,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24045,5508,23264,475,636,411,22186,845,77,18418,310,2023,1175,2664,27508,1566,558,10882
BOOLY_Focus_TGFa+INS_IKK+PI3K_c10rG,,,,,1,,,1,,1,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,18484,26238,20132,585,483,416,17383,1668,71,17504,1301,1977,951,3244,27582,1644,645,7984
BOOLY_Focus_TGFa+INS_PI3K+MEK+IKK_c10rH,,,,,1,,,1,,1,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,23348,6493,20084,516,354,355,12467,797,50,13969,300,1086,976,1563,27228,543,411,6925
BOOLY_Focus_TGFa+TNF_NOINH_c11rA,,,,,1,,,1,,,1,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,23319,26465,18667,1063,2791,1277,20381,1577,322,25430,3818,1859,4564,4300,26793,1496,543,6973
BOOLY_Focus_TGFa+TNF_PI3K_c11rB,,,,,1,,,1,,,1,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10491,26824,20089,1649,3447,1223,21834,1552,300,25456,3479,2397,6734,4195,27070,932,519,7729
BOOLY_Focus_TGFa+TNF_MEK_c11rB,,,,,1,,,1,,,1,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24288,12753,23098,1220,3643,1258,23605,913,404,25218,2690,1502,9896,2819,27516,674,449,8292
BOOLY_Focus_TGFa+TNF_IKK_c11rD,,,,,1,,,1,,,1,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,23522,26289,23220,1398,4043,1364,23642,1791,82,25127,3815,1907,6581,5328,27385,1423,691,7804
BOOLY_Focus_TGFa+TNF_PI3K+MEK_c11rE,,,,,1,,,1,,,1,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,8105,6233,12138,1431,3450,1353,14978,740,439,24778,2048,2911,8247,2922,27280,1439,475,7099
BOOLY_Focus_TGFa+TNF_MEK+IKK_c11rF,,,,,1,,,1,,,1,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,23910,6311,23175,1300,4332,1174,22996,807,59,24598,1984,1143,7199,3339,27546,672,430,8737
BOOLY_Focus_TGFa+TNF_IKK+PI3K_c11rG,,,,,1,,,1,,,1,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2610,26291,14864,1669,4089,1202,20365,1756,67,25063,3665,1392,4904,4032,27707,559,594,6584
BOOLY_Focus_TGFa+TNF_PI3K+MEK+IKK_c11rH,,,,,1,,,1,,,1,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,11367,5637,20337,3234,5072,1759,16788,672,51,25495,1570,856,5744,2781,27780,647,441,9038
BOOLY_Focus_DME_NOINH_c12rA,,,,,1,1,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6705,11082,9002,374,117,183,5783,826,663,5581,145,1243,559,1076,4438,415,144,3152
BOOLY_Focus_DME_PI3K_c12rB,,,,,1,1,,,,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,8948,4445,405,142,115,4936,788,752,7527,157,2239,678,1177,5107,378,196,3843
BOOLY_Focus_DME_MEK_c12rB,,,,,1,1,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11455,2717,20911,733,394,237,11306,745,1569,20035,257,2886,1110,2317,25260,1507,343,7711
BOOLY_Focus_DME_IKK_c12rD,,,,,1,1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3530,3802,8025,289,99,138,5258,723,38,2986,163,1137,906,1713,3323,491,133,3790
BOOLY_Focus_DME_PI3K+MEK_c12rE,,,,,1,1,,,,,,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,1512,4775,401,252,173,3809,533,898,7244,158,3115,755,1349,24689,1038,224,4881
BOOLY_Focus_DME_MEK+IKK_c12rF,,,,,1,1,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172,1067,7413,238,117,150,4808,430,39,3273,149,550,756,1288,11954,404,136,3145
BOOLY_Focus_DME_IKK+PI3K_c12rG,,,,,1,1,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,5489,5383,227,136,124,5398,621,34,6140,161,899,928,1637,5555,543,139,4045
BOOLY_Focus_DME_PI3K+MEK+IKK_c12rH,,,,,1,1,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,1287,3873,273,118,117,4395,435,29,5432,148,647,819,1401,23301,345,175,3103
