TR:HepG2:Cell type,TR:NO-LIG:Stimuli,TR:EGF:Stimuli,TR:NRG1a:Stimuli,TR:EGF/NRG1a:Stimuli,TR:AR:Stimuli,TR:EGF/AR:Stimuli,TR:EPR:Stimuli,TR:TGFa:Stimuli,TR:EGF/TGFa:Stimuli,TR:NRG1a/TGFa:Stimuli,TR:EPR/TGFa:Stimuli,TR:EGF/NRG1a/AR/EPR/TGFa:Stimuli,TR:NO-INHIB:Inhibitors,TR:PI3Ki:Inhibitors,DA:AKT,DA:ERK12,DA:GSK3,DA:JNK,DA:p38,DA:p70S61,DA:p90RSK,DA:STAT3,DA:CREB,DA:HSP27,DA:MEK12,DV:AKT,DV:ERK12,DV:GSK3,DV:JNK,DV:p38,DV:p70S61,DV:p90RSK,DV:STAT3,DV:CREB,DV:HSP27,DV:MEK12
1,,,,,1,,,,,,,,,1,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,1282.000000,2980.000000,3593.000000,97.000000,59.000000,4064.000000,212.000000,161.000000,902.000000,223.000000,15894.000000
1,,,,,1,,,,,,,,,1,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,939.000000,4517.000000,5722.000000,115.000000,106.000000,4856.000000,303.000000,152.000000,743.000000,212.000000,16611.000000
1,,,,,,1,,,,,,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,558.000000,2984.000000,3107.000000,67.000000,50.000000,2352.000000,174.000000,217.000000,603.000000,197.000000,13918.000000
1,,,,,,1,,,,,,,,1,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,1645.000000,12291.000000,10575.000000,270.000000,427.000000,17558.000000,1103.000000,146.000000,2936.000000,270.000000,24216.000000
1,,,,,,1,,,,,,,,1,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,760.000000,6570.000000,4260.000000,151.000000,263.000000,9441.000000,381.000000,189.000000,1450.000000,218.000000,18850.000000
1,,,,,,,1,,,,,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,558.000000,2984.000000,3107.000000,67.000000,50.000000,2352.000000,174.000000,217.000000,603.000000,197.000000,13918.000000
1,,,,,,,1,,,,,,,1,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,925.000000,8464.000000,7625.000000,100.000000,181.000000,11281.000000,469.000000,149.000000,1157.000000,235.000000,22673.000000
1,,,,,,,1,,,,,,,1,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,724.000000,6056.000000,6485.000000,119.000000,158.000000,8632.000000,387.000000,103.000000,1132.000000,221.000000,20957.000000
1,,,,,,,,1,,,,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,558.000000,2984.000000,3107.000000,67.000000,50.000000,2352.000000,174.000000,217.000000,603.000000,197.000000,13918.000000
1,,,,,,,,1,,,,,,1,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,1039.000000,11548.000000,10145.000000,224.000000,294.000000,14555.000000,777.000000,133.000000,2306.000000,256.000000,23390.000000
1,,,,,,,,1,,,,,,1,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,973.000000,8445.000000,7586.000000,233.000000,228.000000,10890.000000,483.000000,276.000000,1454.000000,245.000000,21529.000000
1,,,,,,,,,1,,,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,558.000000,2984.000000,3107.000000,67.000000,50.000000,2352.000000,174.000000,217.000000,603.000000,197.000000,13918.000000
1,,,,,,,,,1,,,,,1,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,1595.000000,12040.000000,9185.000000,223.000000,346.000000,15880.000000,827.000000,89.000000,2300.000000,190.000000,23930.000000
1,,,,,,,,,1,,,,,1,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,878.000000,5070.000000,2787.000000,164.000000,261.000000,10079.000000,284.000000,149.000000,979.000000,230.000000,22212.000000
1,,,,,,,,,,1,,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,558.000000,2984.000000,3107.000000,67.000000,50.000000,2352.000000,174.000000,217.000000,603.000000,197.000000,13918.000000
1,,,,,,,,,,1,,,,1,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,16777.000000,11379.000000,7525.000000,169.000000,218.000000,18873.000000,1060.000000,96.000000,2912.000000,211.000000,23772.000000
1,,,,,,,,,,1,,,,1,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,2717.000000,9937.000000,8955.000000,213.000000,293.000000,13789.000000,612.000000,246.000000,1666.000000,224.000000,23103.000000
1,,,,,,,,,,,1,,,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,558.000000,2984.000000,3107.000000,67.000000,50.000000,2352.000000,174.000000,217.000000,603.000000,197.000000,13918.000000
1,,,,,,,,,,,1,,,1,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,2052.000000,13643.000000,10555.000000,213.000000,370.000000,17634.000000,906.000000,128.000000,2556.000000,248.000000,23809.000000
1,,,,,,,,,,,1,,,1,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,761.000000,6813.000000,6985.000000,166.000000,247.000000,9952.000000,438.000000,181.000000,1113.000000,247.000000,21711.000000
1,,,,,,,,,,,,1,,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,558.000000,2984.000000,3107.000000,67.000000,50.000000,2352.000000,174.000000,217.000000,603.000000,197.000000,13918.000000
1,,,,,,,,,,,,1,,1,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,30.000000,22956.000000,18026.000000,12879.000000,292.000000,177.000000,21008.000000,1052.000000,75.000000,3323.000000,187.000000,24442.000000
1,,,,,,,,,,,,1,,1,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,2624.000000,8199.000000,8862.000000,192.000000,349.000000,13536.000000,456.000000,307.000000,1208.000000,228.000000,23601.000000
